source1_entity_id,matched_entity_ids
S1-190952657,"S2-64054006,S2-679202381,S2-942616391,S3-664851954,S3-792818946,S3-400377877"
S1-868152614,
S1-930003113,"S2-831995648,S2-843727413,S2-804102321,S3-13860861,S3-932274643,S3-424731570,S3-559635331"
S1-916461724,
S1-247831476,
S1-957822421,"S2-526057146,S2-72591640,S3-737380528,S3-801490667,S3-265799953,S3-240797038"
S1-743825473,"S2-840391473,S3-856303475"
S1-620575300,"S2-537555109,S2-789434708"
S1-704560475,"S2-790261115,S3-131736665,S3-438542821,S3-426634787"
S1-946040775,"S2-620335774,S2-233471965,S3-79321375"
S1-214577346,"S2-829964521,S2-141455395,S3-60862311"
S1-766468860,"S2-96436109,S2-385737126"
S1-187189371,"S2-862687617,S2-530927560,S3-947243402,S3-418780453,S3-182329005,S3-899853672"
S1-245704328,"S2-879626895,S3-769554535,S3-385579217,S3-993064580,S3-291605460"
S1-320904077,S2-419734056
S1-520748659,"S3-366353543,S3-531241015,S3-216793345"
S1-577472864,"S2-274103020,S2-952108243,S2-703135263,S2-6944612,S3-383129838"
S1-219853106,"S2-319133885,S2-797191064,S3-602401022"
S1-135873887,"S2-174728197,S2-829546628,S2-616406614,S3-290982685"
S1-806045168,"S3-191251718,S3-170509199"
S1-96997216,"S2-568647396,S2-301846474,S2-692552246,S2-866635491,S3-664021824,S3-597519299"
S1-5837923,"S2-924479199,S3-937586653"
S1-616221144,"S2-343887266,S2-476189446,S2-866632464,S3-234006010"
S1-963438852,
S1-27805577,"S2-80682343,S2-431693934,S2-799840048,S3-325896991,S3-603989767,S3-716062082"
S1-312818155,"S2-854293052,S3-723432606,S3-585939099"
S1-606599401,"S2-855449168,S2-673607593"
S1-164498766,"S3-176453629,S3-503667192"
S1-416028368,"S2-162831178,S2-965631748,S3-678213014"
S1-645939210,"S2-571490474,S2-481912995,S3-831171501"
S1-994375599,"S2-332152729,S2-352669354,S2-565480499,S3-278968768,S3-306166986,S3-632765119"
S1-873112061,"S2-108084066,S2-869675378,S3-506453700,S3-417115195"
S1-709189088,"S2-552773059,S2-1357460,S2-865573631,S3-247236754,S3-549725226"
S1-322742919,"S2-277141232,S3-308863657"
S1-387879571,"S2-583775694,S2-623862561,S2-479633490,S3-394477520,S3-223847394"
S1-844463097,"S2-56769863,S3-287944778,S3-749921064"
S1-401662044,"S2-748074457,S3-420580512,S3-19842473,S3-6921330"
S1-965748913,"S2-240735088,S2-965492335,S3-57020209,S3-570338602,S3-566865180"
S1-831945026,"S2-51593912,S2-974020273,S2-215186445,S3-84772871,S3-107507422"
S1-182386223,"S2-651231352,S2-566538491,S3-220508420,S3-336189300"
S1-330889179,"S2-187917385,S3-635263811"
S1-809623535,"S2-565112875,S2-99429155,S3-331972462"
S1-87669430,"S2-154837002,S2-76381483,S3-141973689,S3-926524263"
S1-712709184,"S2-927858874,S2-761062088"
S1-264918211,"S2-460610839,S2-4973155,S3-968292639"
S1-497250243,"S2-879310056,S2-302521778,S2-218786386,S3-344414882,S3-455440783"
S1-932937080,S2-907992730
S1-765453513,"S2-658807038,S2-370473622,S3-157818636"
S1-383816452,
S1-908017545,"S2-823714253,S2-202797156,S2-80969205"
S1-360892822,"S2-416949150,S3-592179010,S3-651736621"
S1-707654043,"S2-206594179,S2-753293758,S3-986835066"
S1-592263828,"S2-129691826,S3-931043077,S3-706680768"
S1-168425646,"S2-510874285,S3-683598518"
S1-986801194,S3-790688328
S1-259793189,"S2-498101512,S2-128432596,S3-696021722"
S1-280597765,"S2-95164617,S2-381314410"
S1-138885092,"S3-964151410,S3-163104239,S3-849799271"
S1-515534439,"S2-86618025,S2-5864638,S2-809491621,S3-822711511,S3-458525406,S3-756614360"
S1-658173197,"S2-44159366,S2-280618006,S2-552063576,S2-930643825,S3-825353002,S3-683391471"
S1-913970531,"S2-855433066,S2-244763331,S3-646823879,S3-618129911"
S1-123881437,
S1-824358762,"S2-647728364,S2-271738027,S3-695300675"
S1-466324145,"S2-830948631,S3-341846202,S3-707591218,S3-731811053"
S1-414539171,
S1-661173669,"S2-41373593,S2-707528618,S2-181280478,S3-298692451,S3-676697698,S3-334014176"
S1-86778868,S3-662899523
S1-543875096,"S2-681462590,S2-516242005,S3-924848417"
S1-162217868,"S2-730481487,S2-312991176,S3-519725770,S3-957147007"
S1-182398964,"S2-82209428,S2-806072174,S2-285986904,S3-420829209,S3-877458726"
S1-117357231,"S2-39841431,S2-63076582,S3-512245899,S3-671036171"
S1-469520652,"S2-511572915,S3-92356520,S3-627381437"
S1-298455068,"S2-480177776,S2-845624486,S3-760475401"
S1-884380762,"S2-321606388,S2-823349205,S2-969070938,S2-168540177,S3-753594771,S3-237793919"
S1-76458164,"S2-856119701,S2-63629260,S2-753622900,S2-808489722,S2-742339921,S3-363092921,S3-896101728"
S1-915035258,"S2-732099594,S3-344109930,S3-620318731"
S1-321947450,"S2-753927208,S2-144285609"
S1-408186013,"S2-835959437,S3-661572201,S3-660732800"
S1-515090700,"S2-328218116,S2-436179064,S3-795458061,S3-879756575,S3-918070002,S3-248593681"
S1-272155463,
S1-803916450,S3-321512378
S1-484425428,S2-619356510
S1-784306133,"S2-449493357,S2-967724718,S3-318348439"
S1-990460668,"S2-464523582,S2-337585600"
S1-993238484,"S2-718689022,S3-292829016"
S1-89741045,S2-670563800
S1-645315966,"S2-536486087,S2-986458395,S3-285116031"
S1-420849034,"S2-909109328,S2-713053160,S3-262195632,S3-917605134"
S1-319125577,"S2-256099738,S2-659201643,S2-261958970,S2-430090703,S2-880225613,S3-856512335,S3-196875333,S3-283394076,S3-901755348"
S1-594949932,"S2-62120898,S2-378853144,S2-337859895,S3-889377505,S3-927553224"
S1-470681994,"S3-289569589,S3-170560124"
S1-340097599,"S2-12144704,S2-751828944,S2-614926369,S3-181325743,S3-537409145"
S1-216195205,"S2-191120454,S2-18187593,S3-650364451,S3-138576230"
S1-193682202,"S3-426507683,S3-611436214,S3-293469310,S3-951174419"
S1-604425855,"S2-929066309,S2-350126747,S3-914171365,S3-720142894"
S1-692605469,"S2-377795523,S3-153652080,S3-682346071"
S1-998265559,"S2-542006138,S2-779892951,S3-570312819"
S1-607278049,"S2-751516200,S2-68741390,S3-761894336,S3-833496439,S3-542071401"
S1-452088566,"S2-550378198,S2-617727781,S2-43666300,S2-977385726,S3-281525652,S3-401336661,S3-809702809,S3-251557149"
S1-812106410,"S2-617795249,S3-586516488,S3-848433107"
S1-426790673,"S2-393817019,S3-359871391,S3-745660534"
S1-635267073,"S2-488935381,S2-950863382,S2-978428538,S3-471791498,S3-829281138,S3-298608091,S3-730729452"
S1-559824041,"S2-621998121,S2-640680470,S3-577119581,S3-781911032"
S1-753008163,"S2-828386617,S2-288206902,S2-762363892,S3-435447384"
S1-439152846,S3-737166212
S1-81742991,
S1-726680366,"S3-802295019,S3-707024082,S3-974038876"
S1-266947255,"S2-667057187,S2-693623982,S3-120715702,S3-766458380"
S1-170464696,"S2-42689381,S3-489227329"
S1-641817890,"S2-289543055,S3-846323782"
S1-462827766,"S2-871468107,S2-710468648,S3-557421430,S3-248433114"
S1-273845029,"S2-966584516,S2-929649023,S3-622281365"
S1-923876088,"S2-905835964,S3-791399301,S3-545163435"
S1-631002729,
S1-138415150,"S2-230412363,S3-246719569"
S1-277352073,"S2-378094840,S3-525932371"
S1-585623923,"S2-173813171,S2-965599933,S2-10524829,S3-175095939,S3-236104359"
S1-645072503,"S2-676714592,S3-12760674"
S1-323578881,"S2-598086314,S2-852080855,S2-150876552,S3-167659498,S3-457155323"
S1-984006667,"S2-666003464,S2-27124175,S2-374195787,S3-834517649,S3-1377411,S3-776520001"
S1-662290874,"S2-737721762,S3-52759063"
S1-888514024,"S2-851490521,S2-758384171,S2-768343964,S3-268336449,S3-121039336"
S1-508931463,"S2-738479992,S2-224450087,S2-531184822,S3-806658959,S3-38516731"
S1-210886641,"S2-199131123,S3-683547503"
S1-709514358,S2-715739699
S1-970155344,"S2-241808076,S3-440726725,S3-559221585"
S1-299555192,"S2-345906652,S2-272440611,S3-768901"
S1-5037579,"S2-32877953,S3-138641045,S3-20359174"
S1-368811686,"S2-823952264,S3-88583246"
S1-464551227,
S1-439492834,"S2-437310520,S3-82447676"
S1-56364866,
S1-662684313,"S2-206281154,S3-43934822"
S1-981484735,"S2-799918601,S3-453505717,S3-501829913,S3-877536798,S3-484873712"
S1-578679782,"S2-819350374,S2-59016894,S3-872857186,S3-748408922"
S1-645193014,"S2-967428931,S2-846535787,S3-10339368,S3-168756852,S3-352864677,S3-329339052"
S1-703318452,"S2-956768746,S3-95634599,S3-991649937,S3-848737905"
S1-251700222,"S2-195882195,S2-576060722,S2-316657072,S3-155648384,S3-724378470"
S1-866559288,"S2-904683966,S2-264407092"
S1-893341537,"S2-62676820,S2-941079017,S2-806432947"
S1-60937142,
S1-216056829,"S2-217393181,S2-867672439,S3-642711281,S3-580319237,S3-305005225,S3-206766440"
S1-119723517,"S2-718484609,S2-556484159,S2-947212277,S2-533984443,S3-137227713,S3-797922258"
S1-315086174,"S2-43796282,S3-724802805,S3-21861395,S3-36289536"
S1-506368904,
S1-465230242,"S2-493753026,S2-959800659,S2-127284995,S3-636499790,S3-388390050"
S1-398075067,"S2-54987718,S3-625754787"
S1-780287381,"S2-315711263,S2-251353345"
S1-82859371,
S1-533150107,"S2-180794256,S2-839806834,S2-305561852"
S1-965246948,"S2-285201985,S2-3984800,S2-474075783,S3-617076803,S3-771404452"
S1-517626599,"S2-247014674,S2-326928258,S3-668705391"
S1-232652193,"S2-47203536,S2-552283792,S2-9533693,S3-170147207"
S1-105969715,"S2-407228015,S2-45632503,S2-769365315,S3-862997656"
S1-785937689,"S2-618465868,S2-388844632,S2-558237848,S3-365470903"
S1-65781506,
S1-467267735,"S2-599849248,S2-265054463,S2-933036513,S3-917365716,S3-249277026,S3-767945337"
S1-605880019,
S1-175428347,"S2-442941700,S3-122332325,S3-642001666,S3-489528950"
S1-396604572,"S2-515703200,S3-167174600"
S1-105306936,"S2-319145652,S2-845033561,S3-874426562"
S1-753515545,"S2-151228560,S2-947918284,S3-60105600,S3-707245426"
S1-48233677,"S2-819739770,S2-8528240,S2-685798067,S3-832001725,S3-700053901"
S1-229735877,"S2-647836141,S3-859185182,S3-80089556"
S1-671669043,"S2-779998795,S2-323521321,S2-950251350,S3-971885846,S3-71180512"
S1-998747249,"S2-99273818,S3-740912250"
S1-492144261,"S2-30031359,S2-996819000,S3-146094340"
S1-401140351,"S2-181532815,S2-640224252,S2-896033197,S2-823715340"
S1-665735345,
S1-731643638,
S1-629922019,"S2-959382281,S2-897485618,S3-890852568,S3-522250581"
S1-138373465,"S2-427853840,S2-226031697,S3-701700680,S3-39931681,S3-285607082,S3-925140619,S3-979426389"
S1-607437704,"S2-490570365,S3-743349733,S3-570202063"
S1-161319070,"S2-814349402,S3-65104309"
S1-417001911,"S2-381684902,S2-943646187,S2-491386657,S3-117765517,S3-722789424"
S1-384100828,"S2-389131336,S2-612551107,S3-890668722,S3-923726124"
S1-64213853,"S2-669651848,S3-239635905,S3-291747158"
S1-482420455,"S2-362564870,S3-56633720,S3-48730673"
S1-629063625,"S2-891533583,S3-69803768,S3-682153281"
S1-776261057,
S1-75124887,"S3-269593190,S3-332451262,S3-439288484,S3-728087694"
S1-146279534,"S2-104458552,S2-562616597,S2-282117873,S3-886919255,S3-282044142"
S1-713676954,"S3-853721976,S3-991870962,S3-360700455,S3-956790551"
S1-199302960,"S2-443135602,S2-155459980,S2-222861680,S3-223320032,S3-345784246"
S1-504021426,"S2-456218047,S2-957118617,S2-76830544,S2-335839114,S3-670007322,S3-105648294"
S1-607187643,"S2-137784057,S2-141176085,S2-28095459,S3-488527518"
S1-705337214,"S2-867748389,S2-4629475,S2-78407334,S3-95035280"
S1-975975269,"S2-635845114,S2-410411884,S3-30420239,S3-327662918"
S1-739683238,S3-683482457
S1-346815960,S2-705691502
S1-743784741,"S2-929623973,S2-543159045,S3-581339316,S3-863516641,S3-487182887"
S1-542212653,"S2-477579405,S3-810398590,S3-839158785,S3-639060459"
S1-784903413,"S2-801973800,S3-158348697,S3-454336766,S3-744401629"
S1-811511579,S3-71384536
S1-629516774,"S2-47327106,S2-291305813,S3-820276515"
S1-103371642,"S2-662595433,S3-278038575,S3-22710694"
S1-568935032,"S2-247258433,S3-529110041"
S1-201840607,"S2-660138712,S3-709637011,S3-401168929,S3-603358828"
S1-563725141,"S2-377325800,S3-949278150,S3-193779254"
S1-278098146,"S3-280712254,S3-180857843"
S1-71314285,"S3-886624539,S3-112245899,S3-662387724"
S1-606170033,"S2-926726161,S2-996188134,S3-738885141,S3-302311022,S3-866000319"
S1-778385714,"S2-879652452,S2-885077368,S2-882634063,S3-481626929,S3-768885901,S3-567534471,S3-190645576,S3-140023485"
S1-585413232,"S2-802151721,S2-681232732,S3-922470531"
S1-379383147,"S2-451068880,S3-501324219"
S1-822437074,"S2-499748196,S3-746838561,S3-639946850,S3-291474209"
S1-907335966,"S2-539210420,S2-43302527,S3-650503897,S3-776357968"
S1-988557551,"S2-526985638,S3-413778508"
S1-631303368,
S1-981877683,"S2-920233550,S3-946735227,S3-390576843"
S1-538433372,
S1-580335232,"S2-179416078,S2-768079138,S3-710306148"
S1-593287812,"S2-382989211,S2-46169967,S3-885287739,S3-942889684,S3-943237156"
S1-481862892,"S2-992124195,S2-198970402,S3-899956978"
S1-554676437,"S2-439771586,S3-307018943"
S1-343276089,
S1-442272844,
S1-824670376,"S2-251922560,S2-988894607,S2-322315889,S3-775390214,S3-305395136"
S1-770889629,"S2-559692108,S3-718420598,S3-286712862"
S1-187283626,"S2-216685777,S2-496445861,S2-219583602,S3-444456299,S3-421675701,S3-624502137"
S1-993970451,S3-249502486
S1-126395981,"S2-336127282,S3-300715452,S3-843239557,S3-752037279,S3-271399148"
S1-854651923,"S2-849902136,S3-319767328,S3-816838118"
S1-464242135,"S2-913449447,S3-679313356,S3-544018713"
S1-403299677,"S2-725694808,S2-673838385,S2-791946553,S3-396096136"
S1-945673211,"S2-962893180,S3-464463231"
S1-205099854,S2-84589759
S1-767073872,"S2-401161976,S3-75548307,S3-823280523"
S1-388163809,"S2-14912979,S2-317833996,S3-387864529,S3-686975917,S3-108825067,S3-40941088,S3-169889602"
S1-428925162,"S2-196955363,S2-84223545,S3-130877"
S1-393385749,
S1-911157883,"S2-132950109,S3-449226715,S3-443483410,S3-306490424"
S1-806171253,"S2-551925356,S3-493541751,S3-317958676"
S1-18431892,"S2-833190919,S3-949014382,S3-490081757"
S1-94689344,"S3-830461626,S3-654395539,S3-425546402"
S1-788641874,"S3-986736257,S3-898170231"
S1-964977585,"S2-523683160,S3-914080630"
S1-779623646,"S2-855471553,S2-856435211"
S1-523733462,
S1-765345155,"S2-819661104,S3-949490903"
S1-457525406,"S2-878207032,S2-566716696,S3-713979762"
S1-119333643,"S2-86198988,S2-613614427,S2-2738587,S2-429656796,S2-28089118,S3-477164388"
S1-120399858,"S2-134103828,S3-508463636,S3-464226022"
S1-474642502,"S2-456747868,S2-157025869,S2-782424151,S3-26028752"
S1-436508509,"S2-454311351,S2-718728015,S3-817904086,S3-927770605"
S1-799593992,
S1-166242459,"S2-840017627,S2-741759843,S2-627691476,S3-853081927,S3-905154194"
S1-571208493,"S2-580788795,S2-444408391,S3-455826111,S3-824003317"
S1-788412913,S2-626316624
S1-586798797,"S2-584773173,S2-95900108,S3-982599540,S3-492437298"
S1-854645540,"S2-294231503,S3-641635383,S3-347922118"
S1-74586788,"S2-239662736,S2-11123095,S3-805471414,S3-984153032,S3-398419860,S3-705348366"
S1-137379242,
S1-842303290,"S2-402752124,S3-184488668,S3-444008756"
S1-773669299,"S2-279348473,S3-271773550,S3-303382506"
S1-837386313,"S3-392894875,S3-56735141"
S1-863780166,"S2-728698053,S2-872523822,S3-164692203,S3-368947456"
S1-267610323,"S2-376681625,S3-792340629,S3-388670869,S3-912249766"
S1-305045482,"S2-393360710,S2-474174720,S2-562915862,S3-171746208"
S1-565771540,"S2-779408419,S3-69924107"
S1-223950766,"S2-728721444,S2-217070508,S3-543367100,S3-669094807"
S1-344398051,"S2-179504060,S2-875300903,S2-261183914,S3-69191404,S3-762397322,S3-8866490"
S1-813012586,"S2-614512459,S2-707149884,S2-20733571,S3-413534645,S3-62955308"
S1-53730389,
S1-280319675,"S2-719839571,S3-625749994,S3-992087369"
S1-961584291,"S2-719041196,S3-482427118,S3-414409019"
S1-707029432,"S2-503158612,S2-722165074"
S1-360104744,"S2-872580283,S3-22650652,S3-32118495,S3-981337425"
S1-664070178,"S2-492944301,S2-142504741,S3-918800138"
S1-474496206,"S2-144139424,S2-32246460,S3-561054209,S3-467320066"
S1-697853697,"S2-36863448,S3-194298300,S3-481195479"
S1-730096423,"S2-98197120,S2-261448167,S3-204799231,S3-611417957"
S1-974407259,"S2-986577014,S2-951406371,S2-795237164,S3-692179188,S3-193814578"
S1-8430043,"S2-502690159,S2-80399069,S3-725920350,S3-749043158"
S1-574980924,"S2-409677,S2-438313636,S3-56440868,S3-169595141"
S1-371450624,"S2-282800333,S2-945861225,S3-90436960,S3-283904644,S3-111238356"
S1-74308995,"S2-985867307,S2-973791230,S3-955916510"
S1-346259684,"S2-416380797,S3-347181881,S3-666738597"
S1-490862299,"S2-867917724,S2-22309693,S2-687247753,S3-168160142,S3-607646412"
S1-659050734,
S1-647025079,"S2-766904905,S2-632629863,S2-748901536,S3-443919353,S3-984080292"
S1-328721019,"S2-841285768,S3-715883455"
S1-660994430,"S2-91444797,S2-409235169,S2-848306332,S2-504878807,S3-137675125,S3-923325708"
S1-30357954,"S2-452020621,S2-696501781,S2-454461169,S3-968014590,S3-728566732,S3-690725913"
S1-272010945,"S2-705890150,S3-141398121,S3-161431697"
S1-398427577,"S2-159447115,S3-29127004"
S1-769129923,"S2-318209004,S3-345155972,S3-796542357"
S1-920506546,S2-369572197
S1-329646843,"S2-714391701,S2-228659779,S3-10314807,S3-235372834,S3-7970822"
S1-360205034,"S2-392424251,S3-274436706"
S1-740892862,"S2-632564755,S2-114055969,S3-18348724"
S1-725627869,"S2-532343752,S2-647447201,S3-767759085,S3-714172229"
S1-138316912,"S2-653082064,S3-447070740,S3-807375644,S3-604695732,S3-969750057,S3-866674377"
S1-451703233,"S2-534640073,S3-241811104,S3-774696816"
S1-375515265,"S2-652521983,S2-499794307,S2-438607631,S2-831454361,S3-32614018,S3-16323830,S3-95891522"
S1-456472062,
S1-479668408,"S2-947994650,S2-319418736,S3-104929148,S3-299234526"
S1-77567668,"S2-119378831,S3-729557089,S3-253885061,S3-551313832"
S1-275561155,"S2-916990034,S2-526050178,S3-184046784,S3-109242998"
S1-711749176,"S2-67619299,S2-211382724,S2-643884456,S2-214159361,S2-618622523,S3-468721960"
S1-771420549,"S2-818315939,S3-511328375,S3-721237529,S3-690129376,S3-195564140,S3-629646582"
S1-799971161,"S2-509950168,S2-757605326,S3-92271435"
S1-938351085,"S2-684533257,S3-408686018"
S1-459094286,"S2-336921969,S2-135923791,S3-781846004,S3-421073937,S3-220209557,S3-244283516,S3-644005400"
S1-671439001,"S2-433128869,S2-887839388,S3-890435611"
S1-743388686,"S2-72980584,S2-364722413,S3-235196503"
S1-144340777,"S2-512935989,S2-192859924,S2-301742231,S2-621032138,S3-456478600,S3-969875387,S3-616773520"
S1-666802445,"S2-522042091,S2-324721734,S3-79080373,S3-745841669"
S1-521311571,"S2-135273969,S2-183872197,S3-688327910,S3-776067143"
S1-945396623,"S2-440833571,S2-689298352,S2-355521747,S3-584170029"
S1-114818693,"S2-477999227,S2-242691527,S3-718953315"
S1-128092687,"S2-593974216,S2-6814335,S2-507388254,S3-65366335,S3-613410578"
S1-910424541,"S2-805818039,S3-945404706,S3-25065506,S3-294325010"
S1-104917971,"S2-943280657,S2-493834511,S3-197526908,S3-467006976"
S1-274207678,"S2-924912308,S3-901701235"
S1-80760973,"S2-261770234,S2-298514106,S3-995405678"
S1-307094715,"S3-10634528,S3-678312098,S3-644959654,S3-354352331"
S1-363816463,"S2-700175782,S2-532954135,S2-307336571,S3-671925720"
S1-356278476,"S2-890132615,S2-186631899,S3-738500381"
S1-140922061,"S2-13272510,S2-31600704,S2-76526721,S3-334329507,S3-909184378,S3-795292244,S3-727058521"
S1-902411580,"S2-603006846,S2-972846311,S3-560006782,S3-209537898"
S1-552839741,"S2-148507318,S3-527575887"
S1-725976256,"S2-544112496,S3-241817099,S3-176735368"
S1-361269592,"S2-42435151,S2-913524461,S3-591832275,S3-76842799,S3-944407414"
S1-779117666,"S3-138197190,S3-540669689"
S1-861516386,"S2-41602683,S2-989804758,S3-406027310,S3-826754752,S3-937482925,S3-435655662"
S1-551609902,"S2-321866561,S3-700597895,S3-986499373"
S1-900876184,"S2-53362007,S2-24426709,S3-514767959,S3-212884605"
S1-997953192,"S2-732835285,S2-45747511,S3-12445831"
S1-578417233,"S2-378920891,S2-869567064,S2-104470014,S3-251756507,S3-103222698,S3-766150583,S3-214056750,S3-475694790"
S1-777302965,"S2-983424228,S2-829524291,S3-713417977"
S1-75617501,"S2-912340075,S2-265747655,S3-349640248,S3-761401446"
S1-173322839,"S2-162892363,S2-289861035,S2-635235797,S2-191820805,S3-711009366,S3-914822259"
S1-346353436,"S2-618112494,S3-254041711"
S1-455125482,"S2-80591041,S2-913698321,S2-823464361,S3-961224519"
S1-566139837,S3-310680705
S1-543735392,"S2-539827251,S2-476804934,S2-160170193,S3-314410338"
S1-299035945,"S2-793966952,S3-77953953,S3-954363909,S3-48929101"
S1-432279823,"S2-441189230,S2-644483863,S2-801020803,S3-954050804,S3-658059874,S3-993921334"
S1-204941090,"S2-489112307,S2-929637112,S3-77209311,S3-906103034,S3-875852096,S3-792618053"
S1-369046993,"S2-933154784,S2-106935161,S2-323221915,S3-502942008,S3-838300062,S3-265077009"
S1-863767767,"S2-985709279,S3-954916,S3-235850005"
S1-739778708,"S3-764003797,S3-794049959"
S1-773794090,"S2-418407785,S2-48726419,S3-612179430"
S1-297724157,"S2-984273072,S2-4021560,S3-61513976"
S1-895770723,"S2-378699057,S2-606698875,S2-419434547,S3-504556983"
